citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
46 FR 7931, ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",President's Commission on Hostage Compensation,"Ratified by: EO 12294, February 24,       1981
Amended by: EO 12307, June 4, 1981;       EO 12317, August 14, 1981
Revoked by: EO 12379, August 17, 1982",12285,""
46 FR 5853, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Foreign Service Retirement and Disability System,"",12272,""
46 FR 5854, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Central Intelligence Agency Retirement and Disability System,"",12273,""
46 FR 5855, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Military pay and allowances,"Amends: EO 11157, June 22, 1964",12274,""
46 FR 5857, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Design Liaison Council,"Revoked by: EO 12379, August 17, 1982",12275,""
46 FR 4659, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Federal policy regarding the export of banned or significantly restricted materials,"Revoked by: EO 12290, February 17,       1981",12264,""
46 FR 4665, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Providing for enhancement and coordination of Federal consumer programs,"Amends: EO 12160, September 26, 1979",12265,""
46 FR 4667, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Food security wheat reserve,"",12266,""
46 FR 4669, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975",12267,""
46 FR 4671, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Hostage Relief Act of 1980,"",12268,""
46 FR 4673, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",President's Committee on Small Business Policy,"Revoked by: EO 12553, February 25, 1986",12269,""
46 FR 4675, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",President's Council on Spinal Cord Injury,"Revoked by: EO 12553, February 25, 1986",12270,""
46 FR 4677, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Continuance of certain Federal advisory committees,"Amends: EO 12258, December 31, 1980
Amended by: EO 12336, December 21,       1981",12271,""
46 FR 2313, ,"","","",Presidential Document,Executive Order,01/09/1981,1981-01-07,"",Interagency Employee Benefit Council,"Revoked by: EO 12379, August 17, 1982",12262,""
46 FR 2315, ,"","","",Presidential Document,Executive Order,01/09/1981,1981-01-08,"",Strategic and critical materials transaction authority,"Revoked by: EO 12553, February 25, 1986",12263,""
46 FR 2023, ,"","","",Presidential Document,Executive Order,01/08/1981,1981-01-05,"",Gasohol in Federal motor vehicles,"",12261,""
46 FR 1251, ,"","","",Presidential Document,Executive Order,01/06/1981,1980-12-31,"",Continuance of Certain Federal Advisory Committees,"Revokes: EO 12022, December 1, 1977; EO 12054, April 21, 1978; EO 12061, May 18, 1978; EO 12063, June 5, 1978; EO 12078, September 5, 1978; EO 12093, November 1, 1978; EO 12103, December 14, 1978; EO 12130, April 11, 1979; EO 12157, September 14, 1979; EO 12195, February 22, 1980
Supersedes: EO 12110, December 28, 1978
Amended by: EO 12271, January 15, 1981
Revoked in part by: EO 12299, March 17, 1981; EO 12305, May 5, 1981; EO 12336, December 21, 1981
Superseded by: EO 12399, December 31, 1982
Continues certain committees established by: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11562, September 25, 1970; EO 11776, March 28, 1974; EO 11960, February 5, 1977; EO 11992, May 24, 1977; EO 12050, April 4, 1978; EO 12059, May 11, 1978; EO 12064, June 5, 1978; EO 12084, September 27, 1978; EO 12131, May 4, 1979; EO 12137, May 16, 1979; EO 12190, February 1, 1980; EO 12196, February 26, 1980; EO 12216, June 18, 1980",12258,""
46 FR 1253, ,"","","",Presidential Document,Executive Order,01/06/1981,1980-12-31,"",Leadership and coordination of fair housing in Federal programs,"Amends: EO 11063, November 20, 1962
Revoked by: EO 12892, January 17, 1994
See: Memorandum of January 17, 1994",12259,""
46 FR 1653, ,"","","",Presidential Document,Executive Order,01/06/1981,1980-12-31,"",Agreement on Government procurement,"Amended by: EO 12347, February 23, 1982; EO 12388, October 14, 1982; EO 12474, April 17, 1984; EO 13118, March 31, 1999; EO 13284, January 23, 2003",12260,""
45 FR 84005, ,"","","",Presidential Document,Executive Order,12/22/1980,1980-12-18,"",Noncompetitive Conversion of CETA Participants to Career or Career-Conditional Civil Service Status,"Revoked by: EO 12553, February 25, 1986",12257,""
45 FR 83189, ,"","","",Presidential Document,Executive Order,12/18/1980,1980-12-15,"",Census statistics on legal immigrants,"Revoked by: EO 12553, February 25, 1986",12256,""
45 FR 80807, ,"","","",Presidential Document,Executive Order,12/08/1980,1980-12-05,"","Providing for the Closing of Government Departments and Agencies on Friday, December 26, 1980","",12255,""
45 FR 80463, ,"","","",Presidential Document,Executive Order,12/05/1980,1980-12-03,"",National Advisory Community Investment Board,"Revoked by: EO 12553, February 25, 1986",12254,""
45 FR 78995, ,"","","",Presidential Document,Executive Order,11/28/1980,1980-11-26,"",Central Intelligence Agency Retirement and Disability System,"",12253,""
45 FR 78615, ,"","","",Presidential Document,Executive Order,11/26/1980,1980-11-24,"",The Honorable John William McCormack,"",12252,""
45 FR 76085, ,"","","",Presidential Document,Executive Order,11/18/1980,1980-11-15,"",Cuban and Haitian entrants,"Revokes: EO 12246, October 15, 1980
Revoked by: EO 12341, January 21, 1982",12251,""
45 FR 72995, ,"","","",Presidential Document,Executive Order,11/04/1980,1980-11-02,"",Leadership and coordination of nondiscrimination laws,"Revokes: EO 11764, January 21, 1974; EO 11914, April 28, 1976
Amended by: EO 12898, February 11, 1994 (supplements)
See: EO 13160, June 23, 2000",12250,""
45 FR 71347, ,"","","",Presidential Document,Executive Order,10/28/1980,1980-10-25,"",Foreign Service Salary Schedule,"Superseded by: EO 12330, October 15, 1981",12249,""
45 FR 69199, ,"","","",Presidential Document,Executive Order,10/20/1980,1980-10-16,"",Adjustments of certain rates of pay and allowances,"Superseded by: EO 12330, October 15, 1981",12248,""
45 FR 68625, ,"","","",Presidential Document,Executive Order,10/16/1980,1980-10-15,"",Federal Actions in the Lake Tahoe region,"Revoked by: EO 12298, March 12, 1981",12247,""
45 FR 68367, ,"","","",Presidential Document,Executive Order,10/15/1980,1980-10-10,"",Cuban and Haitian entrants,"Revoked by: EO 12251, November 15, 1980",12246,""
45 FR 66769, ,"","","",Presidential Document,Executive Order,10/08/1980,1980-10-06,"",The Peace Corps Advisory Council,"Amends: EO 12137, May 16, 1979",12245,""
45 FR 66439, ,"","","",Presidential Document,Executive Order,10/07/1980,1980-10-03,"",Variable housing allowance,"Amends: EO 11157, June 22, 1964",12243,""
45 FR 66443, ,"","","",Presidential Document,Executive Order,10/07/1980,1980-10-03,"",Exemption for Fort Allen,"Revoked by: EO 12553, February 25, 1986",12244,""
45 FR 65175, ,"","","",Presidential Document,Executive Order,10/02/1980,1980-09-30,"",Synthetic fuels,"Revoked by: EO 12346, February 8, 1982",12242,""
45 FR 64879, ,"","","",Presidential Document,Executive Order,10/01/1980,1980-09-29,"",National contingency plan,"Amended by: EO 12657, November 18, 1988",12241,""
45 FR 64545, ,"","","",Presidential Document,Executive Order,09/30/1980,1980-09-26,"",Nuclear Safety Oversight Committee,"Amends: EO 12202, March 18, 1980
Revoked by: EO 12379, August 17, 1982",12240,""
45 FR 62967, ,"","","",Presidential Document,Executive Order,09/23/1980,1980-09-21,"",Suspension of certain Armed Forces promotion and disability separation limitations,"Revokes: EO 12082, September 19, 1978
Revoked by: EO 12396, December 9, 1982",12239,""
45 FR 60877, ,"","","",Presidential Document,Executive Order,09/15/1980,1980-09-12,"","Public international organizations entitled to enjoy privileges, exemptions, and immunities","",12238,""
45 FR 58801, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Enforcement of the Convention for the Safety of Life at Sea,"Revokes: EO 10402, October 30, 1952
Supersedes in part: EO 11239, July 31, 1965",12234,""
45 FR 58803, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Management of natural gas supply emergencies,"",12235,""
45 FR 58805, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Levels IV and V of the Executive Schedule,"Amends: EO 12154, September 4, 1979",12236,""
45 FR 58807, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Levels IV and V of the Executive Schedule,"Amends: EO 12154, September 4, 1979",12237,""
45 FR 58503, ,"","","",Presidential Document,Executive Order,09/04/1980,1980-09-01,"","Amendments to the Manual for Courts Martial, United States, 1969 (Revised edition)","Amends: EO 11476, June 19, 1969 (which was rescinded by EO 12473, April 13, 1984); EO 12198, March 12, 1980",12233,""
45 FR 53437, ,"","","",Presidential Document,Executive Order,08/12/1980,1980-08-08,"",Historically Black Colleges and Universities,"Revoked by: EO 12320, September 15, 1981",12232,""
45 FR 52139, ,"","","",Presidential Document,Executive Order,08/06/1980,1980-08-04,"",Strategic petroleum reserve,"See: EO 11790, June 25, 1974",12231,""
45 FR 51167, ,"","","",Presidential Document,Executive Order,08/01/1980,1980-07-30,"",Competitive status for special agents of the Drug Enforcement Administration,"",12230,""
45 FR 50699, ,"","","",Presidential Document,Executive Order,07/31/1980,1980-07-29,"",White House Coal Advisory Council,"Revoked by: EO 12399, December 31, 1982",12229,""
45 FR 49903, ,"","","",Presidential Document,Executive Order,07/28/1980,1980-07-24,"",Allowances for personnel on foreign duty,"Revokes: EO 10853, November 27, 1959
Amended by: EO 12292, February 23, 1981
See: EO 10000, September 16, 1948",12228,""
45 FR 49235, ,"","","",Presidential Document,Executive Order,07/24/1980,1980-07-22,"",Administration of foreign assistance,"Amends: EO 12163, September 29, 1979",12226,""
45 FR 49237, ,"","","",Presidential Document,Executive Order,07/24/1980,1980-07-22,"",United States Sinai Support Mission,"Amends: EO 11896, January 13, 1976
Revoked by: EO 12553, February 25, 1986",12227,""
45 FR 45571, ,"","","",Presidential Document,Executive Order,07/07/1980,1980-07-03,"",Credit control revocation,"Amends: EO 12201, March 14, 1980",12225,""
45 FR 45233, ,"","","",Presidential Document,Executive Order,07/02/1980,1980-06-28,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975",12222,""
45 FR 45235, ,"","","",Presidential Document,Executive Order,07/02/1980,1980-06-30,"",Occupational safety and health programs for Federal employees,"Amends: EO 12196, February 26, 1980",12223,""
45 FR 45243, ,"","","",Presidential Document,Executive Order,07/02/1980,1980-07-01,"",Implementation of the International Sugar Agreement,"",12224,""
45 FR 44245, ,"","","",Presidential Document,Executive Order,07/01/1980,1980-06-27,"",Agricultural trade development,"Revokes: EO 10560, September 9, 1954; EO 10685, October 27, 1956; EO 10708, May 6, 1957; EO 10746, December 12, 1957; EO 10799, January 15, 1959; EO 10827, June 25, 1959; EO 10884, August 17, 1960; EO 10900, January 5, 1961
Revokes in part: EO 10893, November 8, 1960
Revoked by: EO 12752, February 25, 1991",12220,""
45 FR 44249, ,"","","",Presidential Document,Executive Order,07/01/1980,1980-06-27,"",Improving Government regulations,"Amends: EO 12044, March 23, 1978
Revoked by: EO 12291, February 17, 1981",12221,""
45 FR 41897, ,"","","",Presidential Document,Executive Order,06/23/1980,1980-06-19,"",Presidential Commission on World Hunger,"Amends: EO 12078, September 5, 1978
Revoked by: EO 12258, December 31, 1980",12219,""
45 FR 41619, ,"","","",Presidential Document,Executive Order,06/20/1980,1980-06-18,"",President's Committee on the International Labor Organization,"Amended by: EO 12258, December 31, 1980; EO 12399, December 31, 1982; EO 12489, September 28, 1984; EO 12534, September 30, 1985; EO 12610, September 30, 1987; EO 12692, September 29, 1989; EO 12774, September 27, 1991; EO 12869, September 27, 1993; EO 12974, September 29, 1995; EO 13062, September 29, 1997; EO 13135, August 27, 1999; EO 13138, September 30, 1999; EO 13225, September 28, 2001; EO 13316, September 17, 2003; EO 13385, September 29, 2005
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; EO 13708, September 30, 2015
See: EO 13585, September 30, 2011; EO 13652, September 30, 2013",12216,""
45 FR 41623, ,"","","",Presidential Document,Executive Order,06/20/1980,1980-06-18,"",Federal compliance with fuel use prohibitions,"Revoked by: EO 12437, August 11, 1983
See: EO 12088, October 13, 1978",12217,""
45 FR 41625, ,"","","",Presidential Document,Executive Order,06/20/1980,1980-06-19,"",Export of special nuclear material and components to India,"",12218,""
45 FR 36043, ,"","","",Presidential Document,Executive Order,05/29/1980,1980-05-27,"",Delegation of Panama Canal functions,"Amends: EO 11609, July 22, 1971
Revokes: EO 11713, April 21, 1973
Amended by: EO 12652, September 19, 1988
See: Final Rule of July 14, 1996 ( 51 FR 21358) which replaced text of EO 12173 with EO 12215, May 27, 1980 and termed EO 12173 ""obsolete"" in document summary",12215,""
45 FR 29781, ,"","","",Presidential Document,Executive Order,05/06/1980,1980-05-02,"",United States Holocaust Memorial Council,"Amends: EO 12169, October 26, 1979",12213,""
45 FR 29783, ,"","","",Presidential Document,Executive Order,05/06/1980,1980-05-02,"",Administration of the Export Administration Act of 1979,"See: EO 12444, October 14, 1983; EO 12451, December 20, 1983; EO 12730, September 30, 1990; EO 12867, September 30, 1993; EO 12923, June 30, 1994; EO 12924, August 19, 1994; EO 13206, April 4, 2001; EO 13222, August 17, 2001",12214,""
45 FR 29557, ,"","","",Presidential Document,Executive Order,05/05/1980,1980-05-02,"",Department of Education,"Revoked by: EO 12553, February 25, 1986",12212,""
45 FR 26685, ,"","","",Presidential Document,Executive Order,04/21/1980,1980-04-17,"",Further prohibitions on transactions with Iran,"Amends: EO 12205, April 7, 1980
Revoked in part by: EO 12282, January 19, 1981
See: EO 12276, January 19, 1981; EO 12277, January 19, 1981; EO 12278, January 19, 1981; EO 12279, January 19, 1981; EO 12280, January 19, 1981; EO 12281, January 19, 1981; EO 12282, January 19, 1981; EO 12283, January 19, 1981; EO 12284, January 19, 1981; EO 12294, February 24, 1981; DOT notice of September 28, 1993, 58 FR 50626",12211,""
45 FR 26311, ,"","","",Presidential Document,Executive Order,04/18/1980,1980-04-16,"",Base production level for marginal properties,"Amends: EO 12187, December 29, 1979
Revoked by: EO 12553, February 25, 1986",12209,""
45 FR 26313, ,"","","",Presidential Document,Executive Order,04/18/1980,1980-04-16,"",Administration of arms export controls,"Amends: EO 11958, January 18, 1977",12210,""
45 FR 25789, ,"","","",Presidential Document,Executive Order,04/16/1980,1980-04-15,"",Consultations on the admission of refugees,"Amended by: EO 12608, September 9, 1987; EO 13286, February 28, 2003",12208,""
45 FR 25373, ,"","","",Presidential Document,Executive Order,04/15/1980,1980-04-12,"",Creating an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees,"Revoked by: EO 12379, August 17, 1982",12207,""
45 FR 24099, ,"","","",Presidential Document,Executive Order,04/09/1980,1980-04-07,"",Prohibiting certain transactions with Iran,"Amended by: EO 12211, April 17, 1980
Revoked in part by: EO 12282, January 19, 1981
See: DOT Notice of September 28, 1993, 58 FR 50626",12205,""
45 FR 24101, ,"","","",Presidential Document,Executive Order,04/09/1980,1980-04-07,"",Amendment of delegation of authority with respect to entry of certain aliens into the United States,"Amends: EO 12172, November 26, 1979",12206,""
